h,k,l,intensity_exp,intensity_exp_err,intensity_sim,normalised_intensity_exp
0.0,-1.33333333333333,0.333333333333333,0.0,0.0,2.8539525e-14,0.0
0.0,-1.44444444444444,0.333333333333333,0.0,0.0,1.0216857e-15,0.0
0.0,-1.55555555555556,0.333333333333333,0.0,0.0,1.4623638e-14,0.0
0.0,-1.66666666666667,0.333333333333333,0.0,0.0,2.2666607e-14,0.0
0.0,-1.77777777777778,0.333333333333333,0.0,0.0,5.4252805e-13,0.0
0.0,-1.88888888888889,0.333333333333333,0.0,0.0,3.3653777e-15,0.0
0.0,-2.0,0.333333333333333,0.0,0.0,5.131332e-13,0.0
0.0,-2.11111111111111,0.333333333333333,0.0,0.0,2.8441547e-15,0.0
0.0,-2.22222222222222,0.333333333333333,0.0,0.0,1.9872764e-13,0.0
0.0,-2.33333333333333,0.333333333333333,0.0,0.0,2.8380913e-14,0.0
0.0,-2.44444444444444,0.333333333333333,0.0,0.0,1.684065e-14,0.0
0.0,-2.55555555555556,0.333333333333333,0.0,0.0,1.3129468e-15,0.0
0.0,-2.66666666666667,0.333333333333333,0.0,0.0,1.773227e-14,0.0
0.0,-2.77777777777778,0.333333333333333,0.0,0.0,1.0028794e-15,0.0
0.0,-2.88888888888889,0.333333333333333,0.0,0.0,4.696041e-15,0.0
0.0,-3.0,0.333333333333333,0.0,0.0,7.752156e-14,0.0
0.0,-3.11111111111111,0.333333333333333,0.0,0.0,5.4202943e-15,0.0
0.0,-3.22222222222222,0.333333333333333,0.0,0.0,3.784493e-16,0.0
0.0,-3.33333333333333,0.333333333333333,0.0,0.0,1.5750606e-14,0.0
0.0,-3.44444444444444,0.333333333333333,0.0,0.0,4.758427e-15,0.0
0.0,-3.55555555555556,0.333333333333333,0.0,0.0,3.334725e-14,0.0
0.0,-3.66666666666667,0.333333333333333,0.0,0.0,1.8970241e-14,0.0
0.0,-3.77777777777778,0.333333333333333,0.0,0.0,4.0292754e-14,0.0
0.0,-3.88888888888889,0.333333333333333,0.0,0.0,1.17705245e-17,0.0
0.0,-4.0,0.333333333333333,0.0,0.0,6.890734e-14,0.0
0.0,-4.11111111111111,0.333333333333333,0.0,0.0,2.3061516e-17,0.0
0.0,-4.22222222222222,0.333333333333333,0.0,0.0,3.776267e-14,0.0
0.0,-4.33333333333333,0.333333333333333,0.0,0.0,2.4320227e-14,0.0
0.0,-4.44444444444444,0.333333333333333,0.0,0.0,1.1152133e-14,0.0
0.0,-4.55555555555556,0.333333333333333,0.0,0.0,2.3432828e-15,0.0
0.0,-4.66666666666667,0.333333333333333,0.0,0.0,2.0853768e-14,0.0
0.0,-4.77777777777778,0.333333333333333,0.0,0.0,2.2568295e-15,0.0
0.0,-4.88888888888889,0.333333333333333,0.0,0.0,2.9752744e-15,0.0
0.0,-5.0,0.333333333333333,0.0,0.0,1.1910343e-14,0.0
0.0,-0.0,0.444444444444444,0.0,0.0,4.4429413e-05,0.0
0.0,-0.111111111111111,0.444444444444444,0.0,0.0,1.0779003e-09,0.0
0.0,-0.222222222222222,0.444444444444444,0.0,0.0,2.953745e-07,0.0
0.0,-0.333333333333333,0.444444444444444,0.0,0.0,9.942093e-09,0.0
0.0,-0.444444444444444,0.444444444444444,0.0,0.0,1.0634764e-07,0.0
0.0,-0.555555555555556,0.444444444444444,0.0,0.0,1.2398338e-09,0.0
0.0,-0.666666666666667,0.444444444444444,0.0,0.0,8.8268834e-08,0.0
0.0,-0.777777777777778,0.444444444444444,0.0,0.0,4.956016e-08,0.0
0.0,-0.888888888888889,0.444444444444444,0.0,0.0,4.6780368e-08,0.0
0.0,-1.0,0.444444444444444,0.0,0.0,1.8856018e-06,0.0
0.0,-1.11111111111111,0.444444444444444,0.0,0.0,7.548104e-08,0.0
0.0,-1.22222222222222,0.444444444444444,0.0,0.0,5.6124204e-08,0.0
0.0,-1.33333333333333,0.444444444444444,0.0,0.0,2.2483245e-07,0.0
0.0,-1.44444444444444,0.444444444444444,0.0,0.0,1.16877485e-08,0.0
0.0,-1.55555555555556,0.444444444444444,0.0,0.0,9.629245e-08,0.0
0.0,-1.66666666666667,0.444444444444444,0.0,0.0,2.1130495e-07,0.0
0.0,-1.77777777777778,0.444444444444444,0.0,0.0,4.0246255e-06,0.0
0.0,-1.88888888888889,0.444444444444444,0.0,0.0,3.565132e-08,0.0
0.0,-2.0,0.444444444444444,0.0,0.0,3.6157726e-06,0.0
0.0,-2.11111111111111,0.444444444444444,0.0,0.0,2.6911064e-08,0.0
0.0,-2.22222222222222,0.444444444444444,0.0,0.0,1.5014369e-06,0.0
0.0,-2.33333333333333,0.444444444444444,0.0,0.0,2.3273402e-07,0.0
0.0,-2.44444444444444,0.444444444444444,0.0,0.0,1.26168e-07,0.0
0.0,-2.55555555555556,0.444444444444444,0.0,0.0,1.3944545e-08,0.0
0.0,-2.66666666666667,0.444444444444444,0.0,0.0,1.4316231e-07,0.0
0.0,-2.77777777777778,0.444444444444444,0.0,0.0,8.9444825e-09,0.0
0.0,-2.88888888888889,0.444444444444444,0.0,0.0,3.2972263e-08,0.0
0.0,-3.0,0.444444444444444,0.0,0.0,4.3438237e-07,0.0
0.0,-3.11111111111111,0.444444444444444,0.0,0.0,4.1197737e-08,0.0
0.0,-3.22222222222222,0.444444444444444,0.0,0.0,4.1397993e-10,0.0
0.0,-3.33333333333333,0.444444444444444,0.0,0.0,1.3658882e-07,0.0
0.0,-3.44444444444444,0.444444444444444,0.0,0.0,3.6560653e-08,0.0
0.0,-3.55555555555556,0.444444444444444,0.0,0.0,2.2783341e-07,0.0
0.0,-3.66666666666667,0.444444444444444,0.0,0.0,1.4480116e-07,0.0
0.0,-3.77777777777778,0.444444444444444,0.0,0.0,2.971444e-07,0.0
0.0,-3.88888888888889,0.444444444444444,0.0,0.0,1.3016699e-09,0.0
0.0,-4.0,0.444444444444444,0.0,0.0,5.713934e-07,0.0
0.0,-4.11111111111111,0.444444444444444,0.0,0.0,1.3286438e-09,0.0
0.0,-4.22222222222222,0.444444444444444,0.0,0.0,2.7425537e-07,0.0
0.0,-4.33333333333333,0.444444444444444,0.0,0.0,1.9525343e-07,0.0
0.0,-4.44444444444444,0.444444444444444,0.0,0.0,8.1858225e-08,0.0
0.0,-4.55555555555556,0.444444444444444,0.0,0.0,2.4170264e-08,0.0
0.0,-4.66666666666667,0.444444444444444,0.0,0.0,1.3803106e-07,0.0
0.0,-4.77777777777778,0.444444444444444,0.0,0.0,1.2488516e-08,0.0
0.0,-4.88888888888889,0.444444444444444,0.0,0.0,2.184797e-08,0.0
0.0,-5.0,0.444444444444444,0.0,0.0,6.7234694e-08,0.0
0.0,-0.0,0.555555555555556,0.0,0.0,2.962114e-05,0.0
0.0,-0.111111111111111,0.555555555555556,0.0,0.0,3.9361164e-10,0.0
0.0,-0.222222222222222,0.555555555555556,0.0,0.0,1.6072737e-07,0.0
0.0,-0.333333333333333,0.555555555555556,0.0,0.0,6.337011e-09,0.0
0.0,-0.444444444444444,0.555555555555556,0.0,0.0,5.308892e-08,0.0
0.0,-0.555555555555556,0.555555555555556,0.0,0.0,1.4838288e-09,0.0
0.0,-0.666666666666667,0.555555555555556,0.0,0.0,4.6771426e-08,0.0
0.0,-0.777777777777778,0.555555555555556,0.0,0.0,3.107017e-08,0.0
0.0,-0.888888888888889,0.555555555555556,0.0,0.0,2.8395643e-08,0.0
0.0,-1.0,0.555555555555556,0.0,0.0,1.4893878e-06,0.0
0.0,-1.11111111111111,0.555555555555556,0.0,0.0,4.781352e-08,0.0
0.0,-1.22222222222222,0.555555555555556,0.0,0.0,2.0169441e-08,0.0
0.0,-1.33333333333333,0.555555555555556,0.0,0.0,1.6253314e-07,0.0
0.0,-1.44444444444444,0.555555555555556,0.0,0.0,1.4784562e-08,0.0
0.0,-1.55555555555556,0.555555555555556,0.0,0.0,5.6768556e-08,0.0
0.0,-1.66666666666667,0.555555555555556,0.0,0.0,1.9537562e-07,0.0
0.0,-1.77777777777778,0.555555555555556,0.0,0.0,2.756771e-06,0.0
0.0,-1.88888888888889,0.555555555555556,0.0,0.0,3.7245687e-08,0.0
0.0,-2.0,0.555555555555556,0.0,0.0,2.329722e-06,0.0
0.0,-2.11111111111111,0.555555555555556,0.0,0.0,2.4932755e-08,0.0
0.0,-2.22222222222222,0.555555555555556,0.0,0.0,1.0435385e-06,0.0
0.0,-2.33333333333333,0.555555555555556,0.0,0.0,1.7950337e-07,0.0
0.0,-2.44444444444444,0.555555555555556,0.0,0.0,8.831471e-08,0.0
0.0,-2.55555555555556,0.555555555555556,0.0,0.0,1.7279259e-08,0.0
0.0,-2.66666666666667,0.555555555555556,0.0,0.0,1.168831e-07,0.0
0.0,-2.77777777777778,0.555555555555556,0.0,0.0,9.25289e-09,0.0
0.0,-2.88888888888889,0.555555555555556,0.0,0.0,2.2302288e-08,0.0
0.0,-3.0,0.555555555555556,0.0,0.0,1.9376475e-07,0.0
0.0,-3.11111111111111,0.555555555555556,0.0,0.0,3.068278e-08,0.0
0.0,-3.22222222222222,0.555555555555556,0.0,0.0,1.6002972e-09,0.0
0.0,-3.33333333333333,0.555555555555556,0.0,0.0,1.2328871e-07,0.0
0.0,-3.44444444444444,0.555555555555556,0.0,0.0,2.4099522e-08,0.0
0.0,-3.55555555555556,0.555555555555556,0.0,0.0,1.3618319e-07,0.0
0.0,-3.66666666666667,0.555555555555556,0.0,0.0,1.0089846e-07,0.0
0.0,-3.77777777777778,0.555555555555556,0.0,0.0,1.9999574e-07,0.0
0.0,-3.88888888888889,0.555555555555556,0.0,0.0,3.6824368e-09,0.0
0.0,-4.0,0.555555555555556,0.0,0.0,4.5049984e-07,0.0
0.0,-4.11111111111111,0.555555555555556,0.0,0.0,3.338184e-09,0.0
0.0,-4.22222222222222,0.555555555555556,0.0,0.0,1.7772936e-07,0.0
0.0,-4.33333333333333,0.555555555555556,0.0,0.0,1.4451942e-07,0.0
0.0,-4.44444444444444,0.555555555555556,0.0,0.0,5.6080715e-08,0.0
0.0,-4.55555555555556,0.555555555555556,0.0,0.0,2.1892477e-08,0.0
0.0,-4.66666666666667,0.555555555555556,0.0,0.0,8.454778e-08,0.0
0.0,-4.77777777777778,0.555555555555556,0.0,0.0,1.1382235e-08,0.0
0.0,-4.88888888888889,0.555555555555556,0.0,0.0,1.6839094e-08,0.0
0.0,-5.0,0.555555555555556,0.0,0.0,3.1218484e-08,0.0
0.0,-0.0,0.666666666666667,0.0,0.0,7.026866e-12,0.0
0.0,-0.111111111111111,0.666666666666667,0.0,0.0,1.2554574e-16,0.0
0.0,-0.222222222222222,0.666666666666667,0.0,0.0,3.0800124e-14,0.0
0.0,-0.333333333333333,0.666666666666667,0.0,0.0,1.3108845e-15,0.0
0.0,-0.444444444444444,0.666666666666667,0.0,0.0,7.247218e-15,0.0
0.0,-0.555555555555556,0.666666666666667,0.0,0.0,7.9447503e-16,0.0
0.0,-0.666666666666667,0.666666666666667,0.0,0.0,7.27293e-15,0.0
0.0,-0.777777777777778,0.666666666666667,0.0,0.0,7.543061e-15,0.0
0.0,-0.888888888888889,0.666666666666667,0.0,0.0,5.0032076e-15,0.0
0.0,-1.0,0.666666666666667,0.0,0.0,4.2432784e-13,0.0
0.0,-1.11111111111111,0.666666666666667,0.0,0.0,9.275441e-15,0.0
0.0,-1.22222222222222,0.666666666666667,0.0,0.0,1.2062066e-15,0.0
0.0,-1.33333333333333,0.666666666666667,0.0,0.0,4.132153e-14,0.0
0.0,-1.44444444444444,0.666666666666667,0.0,0.0,7.970048e-15,0.0
0.0,-1.55555555555556,0.666666666666667,0.0,0.0,1.2620529e-14,0.0
0.0,-1.66666666666667,0.666666666666667,0.0,0.0,7.1267916e-14,0.0
0.0,-1.77777777777778,0.666666666666667,0.0,0.0,6.7558367e-13,0.0
0.0,-1.88888888888889,0.666666666666667,0.0,0.0,1.5367465e-14,0.0
0.0,-2.0,0.666666666666667,0.0,0.0,5.2772256e-13,0.0
0.0,-2.11111111111111,0.666666666666667,0.0,0.0,9.062582e-15,0.0
0.0,-2.22222222222222,0.666666666666667,0.0,0.0,2.5772697e-13,0.0
0.0,-2.33333333333333,0.666666666666667,0.0,0.0,5.0969333e-14,0.0
0.0,-2.44444444444444,0.666666666666667,0.0,0.0,2.2745445e-14,0.0
0.0,-2.55555555555556,0.666666666666667,0.0,0.0,8.856292e-15,0.0
0.0,-2.66666666666667,0.666666666666667,0.0,0.0,3.78314e-14,0.0
0.0,-2.77777777777778,0.666666666666667,0.0,0.0,5.1804145e-15,0.0
0.0,-2.88888888888889,0.666666666666667,0.0,0.0,5.670942e-15,0.0
0.0,-3.0,0.666666666666667,0.0,0.0,2.1127558e-14,0.0
0.0,-3.11111111111111,0.666666666666667,0.0,0.0,8.762404e-15,0.0
0.0,-3.22222222222222,0.666666666666667,0.0,0.0,2.6336645e-15,0.0
0.0,-3.33333333333333,0.666666666666667,0.0,0.0,4.4980292e-14,0.0
0.0,-3.44444444444444,0.666666666666667,0.0,0.0,4.8643594e-15,0.0
0.0,-3.55555555555556,0.666666666666667,0.0,0.0,2.6404766e-14,0.0
0.0,-3.66666666666667,0.666666666666667,0.0,0.0,2.475517e-14,0.0
0.0,-3.77777777777778,0.666666666666667,0.0,0.0,4.7045538e-14,0.0
0.0,-3.88888888888889,0.666666666666667,0.0,0.0,2.8397576e-15,0.0
0.0,-4.0,0.666666666666667,0.0,0.0,1.3310543e-13,0.0
0.0,-4.11111111111111,0.666666666666667,0.0,0.0,2.5030446e-15,0.0
0.0,-4.22222222222222,0.666666666666667,0.0,0.0,3.8542293e-14,0.0
0.0,-4.33333333333333,0.666666666666667,0.0,0.0,3.793508e-14,0.0
0.0,-4.44444444444444,0.666666666666667,0.0,0.0,1.4088115e-14,0.0
0.0,-4.55555555555556,0.666666666666667,0.0,0.0,7.0856407e-15,0.0
0.0,-4.66666666666667,0.666666666666667,0.0,0.0,1.8799695e-14,0.0
0.0,-4.77777777777778,0.666666666666667,0.0,0.0,7.590643e-15,0.0
0.0,-4.88888888888889,0.666666666666667,0.0,0.0,5.499664e-15,0.0
0.0,-5.0,0.666666666666667,0.0,0.0,4.899072e-15,0.0
0.0,-0.0,0.777777777777778,0.0,0.0,1.894862e-05,0.0
0.0,-0.111111111111111,0.777777777777778,0.0,0.0,5.158284e-09,0.0
0.0,-0.222222222222222,0.777777777777778,0.0,0.0,7.00042e-08,0.0
0.0,-0.333333333333333,0.777777777777778,0.0,0.0,4.6522852e-09,0.0
0.0,-0.444444444444444,0.777777777777778,0.0,0.0,5.4887996e-09,0.0
0.0,-0.555555555555556,0.777777777777778,0.0,0.0,5.7830736e-09,0.0
0.0,-0.666666666666667,0.777777777777778,0.0,0.0,8.6265945e-09,0.0
0.0,-0.777777777777778,0.777777777777778,0.0,0.0,2.3528951e-08,0.0
0.0,-0.888888888888889,0.777777777777778,0.0,0.0,5.582094e-09,0.0
0.0,-1.0,0.777777777777778,0.0,0.0,1.4138576e-06,0.0
0.0,-1.11111111111111,0.777777777777778,0.0,0.0,1.3058827e-08,0.0
0.0,-1.22222222222222,0.777777777777778,0.0,0.0,5.8650116e-09,0.0
0.0,-1.33333333333333,0.777777777777778,0.0,0.0,1.1647903e-07,0.0
0.0,-1.44444444444444,0.777777777777778,0.0,0.0,6.014563e-08,0.0
0.0,-1.55555555555556,0.777777777777778,0.0,0.0,5.1212577e-08,0.0
0.0,-1.66666666666667,0.777777777777778,0.0,0.0,3.469408e-07,0.0
0.0,-1.77777777777778,0.777777777777778,0.0,0.0,1.9002952e-06,0.0
0.0,-1.88888888888889,0.777777777777778,0.0,0.0,8.5646114e-08,0.0
0.0,-2.0,0.777777777777778,0.0,0.0,1.3245552e-06,0.0
0.0,-2.11111111111111,0.777777777777778,0.0,0.0,4.4382197e-08,0.0
0.0,-2.22222222222222,0.777777777777778,0.0,0.0,7.1986744e-07,0.0
0.0,-2.33333333333333,0.777777777777778,0.0,0.0,1.7540171e-07,0.0
0.0,-2.44444444444444,0.777777777777778,0.0,0.0,7.1712705e-08,0.0
0.0,-2.55555555555556,0.777777777777778,0.0,0.0,5.928583e-08,0.0
